file,id,translation_id,word_id,yoruba_text,english_text,reason,translation,confidence
scraped_data\all_yoruba_words_examples.csv,69,,2,(b) What reasons for happiness did Jesus’ disciples have,(b) Èéṣe tí Jehofa fi yọ̀ǹda kí Jesu kú?(b) Why did Jehovah allow Jesus to die? jw2019,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,211,,20,"A ṣẹ̀ṣẹ̀ ń parí à wọn ọ̀nà abẹ́lẹ̀ ní lọ́ọ́lọ́ọ́ tà bí pé a ń kọ́ wọn lọ́wọ́ ní à wọn ìlú ń lá kan bíiBangkok, Medellín, Seoul, Shanghai, Taipei, à ti Warsaw.","Subways have recently been completed or are under construction in such cities as Bangkok, Medellín, Seoul, Shanghai, Taipei, and Warsaw.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,275,,33,"Òtú ẹgbẹ́ Frères Maristes ní ilé ẹ̀kọ́ kan tí ó tó bi, à wọn gbọ̀ngà n ilé gbígbé, à ti à wọn ilé oko ní à gbègbè olókè kan tí ó wà ní nǹkan bíi kìlómítà 25 síBeijing.","In a mountainous region about 15 miles [25 km] from Beijing, the Frères Maristes religious order had a large school, dormitories, and farm buildings.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,439,126.0,49,"Bi aba ri aga ifi okan bale eyi ti awon alagbara aye ti fi agbara pelu etan gba lo lowo re, owo agbara Igbani eyi to sawari ake to bo sinu odo jade!",Auto Correct,Unusual length ratio (12.2),,
scraped_data\all_yoruba_words_examples.csv,516,,59,À wòrá n Ẹ̀yìn Ìwé: Akéde Ìjọba Ọlọ́run tó ń wà á sù fún darandaran kan ní à gbègbè Bafatá ní orílẹ̀-èdè Guinea-Bissau,COVER: A Kingdom publisher witnessing to a shepherd in the Bafatá region of Guinea-Bissau,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,517,144.0,59,Guinea-Bissau,Guinea-Bissau · Republic of Guinea-Bissau,Unusual length ratio (0.3),,
scraped_data\all_yoruba_words_examples.csv,615,166.0,76,"À wọn ọ̀rọ̀ òkè yìí wá lá ti inú ìwé ná à , Jeová dentro do Judaísmo e do Cristianismo (Jèhófà nínú ẹ̀sìn à wọn Júù à ti ti Kristẹni), lá ti ọwọ́ òǹkọ̀wé ará Brazil ná à , AssisBrasil.","The above words are from the book Jeová dentro do Judaísmo e do Cristianismo (Jehovah in Judaism and Christianity), by Brazilian writer Assis Brasil.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,670,,86,"Nígbà à péjọpọ̀ à gbá yé ní Budapest, ìwé agbéròyìnjá de ilẹ̀ Hungary ná à , Színes Vasá rnap, sọ nípa À wọn Ẹlẹ́rìí Jèhófà pé: “Bucharestni ibi tí wọ́n ti wéwèé tẹ́lẹ̀ lá ti ṣe ìpà dé ọlọ́dọọdún wọn, à mọ́ níto rí à takò lá ti ọ̀dọ̀ à wọn Kristẹni Ọ́tọ́dọ́ọ̀sì, à wọn òṣìṣẹ́ ilẹ̀ Romania kò fún À wọn Ẹlẹ́rìí Jèhófà lá yè lá ti ṣe bẹ́ẹ̀.”","During the international convention in Budapest, the Hungarian newspaper Színes Vasárnap observed regarding Jehovah's Witnesses: “Bucharestwas where they originally planned to hold their annual international meeting, but because of opposition from Orthodox Christians, the Romanian officials did not give Jehovah's Witnesses permission to do so.”",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,683,,87,"Ẹ wo bí inú mi ti dùn tó lá ti rí i tí à búrò mi ọkùnrin tí ó kéré jù lọ, Lá szló, à ti ìyà wó rẹ̀ ṣèrìbọmi níBudapest!","How delighted I was to see my youngest brother, László, and his wife baptized in Budapest!",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,687,,87,"A mu wọn lọ si ọgbà ẹ̀wọ̀n abẹlẹ ti o lorukọ buburu naa ní 60, Opopona Andrá ssy níBudapest, lati lè “mú wọn rọ̀.”","They were taken to the infamous underground prison at 60 Andrássy Street in Budapest, to be “softened.”",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,688,,87,"Ibòmírà n tí wọ́n tún kó wa lọ ni ọgbà ẹ̀wọ̀n ògbólógbó kan ní Komá rom, ìlú kan ní bèbè Odò Danube, tó jẹ́ nǹkan bí ọgọ́rin kìlómítà lá pá ìwọ̀ oòrùnBudapest.","Our next destination was an old prison in Komárom, a city on the Danube River, about 50 miles [80 km] west of Budapest.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,689,,87,"Ní May 1943, wọ́n gbé mi lọ sí ọgbà ẹ̀wọ̀n mìírà n nílùúBudapest, lẹ́yìn ná à wọ́n tún gbé mi lọ si abúlé kan tó ń jẹ́ Má rianosztra, níbi tá a ti ń gbé nílé à wọn ajẹ́jẹ̀ẹ́ ìnìkà ngbé pẹ̀lú nǹkan bí à á dọ́rin à wọn obìnrin ajẹ́jẹ̀ẹ́ ìnìkà ngbé.","In May 1943, I was transferred to another prison in Budapestand later to the village of Márianosztra, where we lived in a monastery with some 70 nuns.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,692,,87,"Laika ojú-ọjọ́ ti kò dara si, a ṣe é ní Népstadion níBudapest, nibi ti 40,601 eniyan ti pade lati gbadun ọyà yà ìfẹ́ ará .","In spite of the bad weather, it was held at Népstadion in Budapest, where 40,601 met to enjoy the warmth of brotherly love.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,699,,87,"Lẹ́yìn ná à , ní July 1991, a nírìírí ìbùkún kan tí ó kọjá ohun tí a fọkà n fẹ́ jù lọ—à péjọpọ̀ kan ní pá pá ìṣeré ń lá Népstadion níBudapest, tí à wọn tí ó lé ní 40,000 à yà nṣaṣojú wá .","Then, in July of 1991, we experienced a blessing beyond our fondest dreams—a convention at Budapest'shuge Népstadion, attended by more than 40,000 delegates.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,700,,87,"Nígbà à péjọpọ̀ à gbá yé níBudapest, ìwé agbéròyìnjá de ilẹ̀ Hungary ná à , Színes Vasá rnap, sọ nípa À wọn Ẹlẹ́rìí Jèhófà pé: “Bucharest ni ibi tí wọ́n ti wéwèé tẹ́lẹ̀ lá ti ṣe ìpà dé ọlọ́dọọdún wọn, à mọ́ níto rí à takò lá ti ọ̀dọ̀ à wọn Kristẹni Ọ́tọ́dọ́ọ̀sì, à wọn òṣìṣẹ́ ilẹ̀ Romania kò fún À wọn Ẹlẹ́rìí Jèhófà lá yè lá ti ṣe bẹ́ẹ̀.”","During the international convention in Budapest, the Hungarian newspaper Színes Vasárnap observed regarding Jehovah's Witnesses: “Bucharest was where they originally planned to hold their annual international meeting, but because of opposition from Orthodox Christians, the Romanian officials did not give Jehovah's Witnesses permission to do so.”",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,701,,87,"À wọn akéde yìí ń wà á sù fún ẹnì kan tó nífẹ̀ẹ́ sí ọ̀rọ̀ wọn ní gbà gede Vigadó Square nílùúBudapest, orílẹ̀-èdè Hungary","These happy publishers are sharing the Kingdom message with an appreciative listener at Vigadó Square in Budapest, Hungary",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,793,192.0,94,15 Ó dá jú pé ẹrù iṣẹ́ ná à lá ti ran à wọn ẹlòmírà n lọ́wọ́ kò mọ sí kìkì ìgbà tí à lá á fíà à ti ìṣọ̀kan ìjọ bá fẹ́bà jẹ́,"12 Àmọ́ ìdààmú bá Sekaráyà nítorí ohun tó rí, ẹ̀rù sìbàá gidigidi.12 But Zech·a·riʹah became troubled at the sight, and he was overcome withfear. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,797,,94,"Níwọ̀n bí ó ti béèrè pé kí à wọn kòkòrò tíntìntín wà kí nǹkan tó bà , Pasteur ronú pé ohun kan ná à ní lá ti ṣẹlẹ̀ nípa à wọn à rùn à kórà n",O lè borí ẹ̀rù tó máa ńbàẹ́ láti ṣàlàyé àwọn nǹkan tó o gbà gbọ́You can conquer yourfearof defending your beliefsjw2019,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,800,,94,"Ìtara tí Dá fídì ní jẹ́ owú tó dá ra tí kò fà yè gba ìdíje tà bí ìkẹ́gà n, tó sì má a ń súnni lá ti ṣe ohun tí kò ní ba orúkọ rere jẹ́ tà bí lá ti ṣà túnṣe ohun tó tibà jẹ́","Bí o ṣe ń tẹ̀ lé e, ó ń sá síwájú títí ọwọ́ rẹ kò fibàá. As you follow the bird, it keeps just aheadofyou. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,804,192.0,94,Ẹ̀rù lè má abà wọ́n lá ti tọrọ à yè níbi iṣẹ́ lá ti lọ gbá dùn ìtòlẹ́sẹẹsẹ à péjọ à gbègbè lá tìbẹ̀rẹ̀ dópin kí wọ́n sì lè jọ́sìn Jèhófà pẹ̀lú à wọn ará kùnrin wọn,"Ọ̀rọ̀ tó sọ yẹn fi hàn pé nǹkan tibàjẹ́ jìnnà, síbẹ̀, Bíbélì jẹ́ ká mọ̀ pé ìwà ìbàjẹ́ máa tó dópin. While the situation might seemtobe hopeless, the Bible shows that even greater changes are not only possible but also certaintohappen. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,808,192.0,94,"Nígbà tí ará bìnrin kan tó ń gbé lá gbègbè yẹn rí ipa ribiribi tá wọn ará sà lá ti ṣà túnṣe à wọn ibi tó bà jẹ́, ó sọ pé “orí òun wú, inú òun sì dùn",Wọ́n dá wọn lóró títí wọ́n fi kú lójú gbogbo àwa ẹlẹ́wọ̀n kí ẹ̀rù lèbàwá láti má ronú àtisálọ rárá. They were cruelly torturedtodeath in front of all the prisonerstoscare them into not even thinking of escaping. jw2019,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,810,192.0,94,Wọ́n dá wọn lóró títí wọ́n fi kú lójú gbogbo à wa ẹlẹ́wọ̀n kí ẹ̀rù lèbà wá lá ti má ronú à tisá lọ rá rá,"Nítorí ìdí yẹn àtàwọn nǹkan mìíràn tó ṣẹlẹ̀, ọ̀pọ̀ sọ̀rètí nù, èyí sìbàwọ́n lọ́kàn jẹ́. As a result of this and other developments, many were disappointed and a fewbecame embittered. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,812,192.0,94,"Níto rí ìdí yẹn à tà wọn nǹkan mìírà n tó ṣẹlẹ̀, ọ̀pọ̀ sọ̀rètí nù, èyí sìbà wọ́n lọ́kà n jẹ́","Bí mo ti ń wakọ̀ lọ sí ilé ìtajà náà—ó ṣe tán, ìyá mi ṣì nílò búrẹ́dì náà—ẹ̀rù ńbàmí. As I drovetothe store—after all, my mother still needed the bread—I was in shock. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,815,192.0,94,"▪ Loju iwoye ohun ti Johanu mọ̀ nipa Jesu, eeṣe ti oun ti lè má ni iyalẹnu nigba ti ẹmi Ọlọrunbà lé Jesu","Inú mibàjẹ́ gan-an ju ti ìgbàkigbà rí lọ, nítorí pé ńṣe ló wá jọ pé kò sí ẹni tí mo lè yíjú sí fún ìrànlọ́wọ́ mọ́. I became more despondent than ever, as I seemingly had nowhere elsetoturn for help. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,849,200.0,96,bà bà owó kobóà kà ngbà,copper,Unusual length ratio (3.8),,
scraped_data\all_yoruba_words_examples.csv,850,200.0,96,bà bà owó kọbọ́à kà ngbà,copper,Unusual length ratio (4.0),,
scraped_data\all_yoruba_words_examples.csv,852,210.0,99,bà bá bà bá,father's father · grandfather · paternal grandfather,Unusual length ratio (0.2),,
scraped_data\all_yoruba_words_examples.csv,997,,108,Ọ̀bà rà gba kùm̀mọ̀; ó dÍfá fún a-lá wìí-ì-gbọ́.,Ọ̀bàràreceive acudgel blow; it consulted the Ifá oracle for a disobedient child.,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1013,250.0,109,"Irínwó ẹfọ̀n, ẹgbẹ̀rin ìwo, ogún-un Fúlà ní, ójìibà tà ; Ògídíolú ò wẹ̀yìn tó fi lé Adalo lùgbẹ́.","Four hundred buffaloes with eight hundred horns, twenty Fulbe men and fortyshoes; Ògídíolú did not look back until he had chased Adalo into the bush.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1078,,112,"Ìròyìn kan lá tinú ìwé ìròyìn Time sọ pé: “Ó dà bíi pé ayọ̀ tà bí ohunkóhun míì tó bá lè mú ìtura ọkà n wá , ìyẹn bíi kéèyà n ní à gbọ́kà nlé, kéèyà n má a ro èrò rere à ti kéèyà n ní ìtẹ́lọ́rùn má a ń dín ewu à rùn tó jẹ mọ́ ọkà n à ti òpójẹ̀, à rùn ẹ̀dọ̀fóró, à tọ̀gbẹ, ẹ̀jẹ̀ ríru, òtútù à ti à kórà n tí kì í jẹ́ kéèyà n lè mí dá adá a kù","Arákùnrin Swingle fi kún ọ̀rọ̀ rẹ̀ pé: “Wíwá síhìn-ín láti wá kẹ́kọ̀ọ́ a máa sọni di onírẹ̀lẹ̀. Ìgbà tí ẹ óòbásì kúrò níhìn-ín, a óò ti túbọ̀ mú yín gbára dì láti gbé Jèhófà ga.”“It is a humbling experience to come here and spend time listening to instruction,” Brother Swingle said, adding: “You go away from here much better equipped to magnify Jehovah.”jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1080,,112,"Ìgbà tí ẹ óòbá sì kúrò níhìn-ín, a óò ti túbọ̀ mú yín gbá ra dì lá ti gbé Jèhófà ga","Látàrí èyí, ó kùnà láti máabáa nìṣó láti jẹ́ olóòótọ́ sí Ọlọ́run. In the most important area of life —faithfulness to God— Solomon failed. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1083,,112,"Èyíbá bí Bíbélì ṣe ṣà pèjúwe ọ̀nà tí Sólómọ́nì gbà ṣiṣẹ́ ìkọ́lé rẹ̀ mu, pé: “Ní ti à gbà lá tító bi ná à , ẹsẹ mẹ́ta òkúta gbígbẹ́ à ti ẹsẹ kan ìtì igi kédá rì wà yí i ká ; à ti èyí pẹ̀lú fún à gbà lá inú lọ́hùn-ún ilé Jèhófà , à ti fún gọ̀bì ilé ná à","(1 Sámúẹ́lì 25:41; 2 Àwọn Ọba 3:11) Ẹ̀yin òbí, ǹjẹ́ ẹ máa ń gba àwọn ọmọ yín kékeré àtàwọn tó wà lọ́dọ̀ọ́ níyànjú pé kí wọ́n máa fayọ̀ ṣe iṣẹ́ èyíkéyìí tá abáfún wọn ṣe, ì báà jẹ́ ní Gbọ̀ngàn Ìjọba tàbí ní gbọ̀ngàn àpéjọ?(1 Samuel 25:41; 2 Kings 3:11) Parents, do you encourage your children and teenagers to work cheerfully at any assignment that they are given to do, whether at the Kingdom Hall, at an assembly, or at a convention site? jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1085,,112,"(1 Sá múẹ́lì 25:41; 2 À wọn Ọba 3:11) Ẹ̀yin òbí, ǹjẹ́ ẹ má a ń gba à wọn ọmọ yín kékeré à tà wọn tó wà lọ́dọ̀ọ́ níyà njú pé kí wọ́n má a fayọ̀ ṣe iṣẹ́ èyí kéyìí tá abá fún wọn ṣe, ì bá à jẹ́ ní Gbọ̀ngà n Ìjọba tà bí ní gbọ̀ngà n à péjọ","Bí wọ́nbáń pinnu ohun tí wọ́n máa ṣe, wọn kò gbọ́dọ̀ gbàgbé láti ronú lórí ohun tí Jèhófà máa fẹ́ kí wọ́n ṣe. Inmakingtheir decision, they must not fail to consider how Jehovah feels about what they are doing. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1088,,112,"Bí à pẹẹrẹ, lẹ́yìn tí ìyà wó ará kùnrin kan kú tó sì tún lá wọn ìṣòro míì tó ń pinni lẹ́mìí, ó sọ pé: “Mo wá mọ̀ pé a ò lè yan à wọn à dá nwò tó má a débá wa, bẹ́ẹ̀ ná à la ò lè yan à kókò tá a fẹ́ ká wọn à dá nwò ná à dé tà bíbá a ṣe fẹ́ kí wọ́n jìnnà síra tó","Láwọn ibì kan, ìwà àrífín ló jẹ́ fún èèyàn láti máa la orúkọ mọ́ ẹni tó jù ú lọ lórí, àyàfi tóbájẹ́ pé onítọ̀hún ló ní kó máa pe òun lórúkọ. In some cultures, it is considered poor manners to address a person older than oneself by his first name unless invited to do so by the older one. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1090,,112,"Lá wọn ibì kan, ìwà à rífín ló jẹ́ fún èèyà n lá ti má a la orúkọ mọ́ ẹni tó jù ú lọ lórí, à yà fi tó bá jẹ́ pé onítọ̀hún ló ní kó má a pe òun lórúkọ","24 Lẹ́yìn náà, àwọn kan lára àwọn tó wà pẹ̀lú wa lọ sí ibojì* náà,+ wọ́n sìbáibẹ̀ bí àwọn obìnrin náà ṣe sọ gẹ́lẹ́, àmọ́ wọn ò rí i.”24 Then some of those who were with us went off to the tomb,*+ and they found it just as the women had said, but they did notseehim.”jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1092,,112,"24 Lẹ́yìn ná à , à wọn kan lá ra à wọn tó wà pẹ̀lú wa lọ sí ibojì* ná à ,+ wọ́n sìbá ibẹ̀ bí à wọn obìnrin ná à ṣe sọ gẹ́lẹ́, à mọ́ wọn ò rí i","Tá abáń tẹ̀ lé àwọn ìlànà yìí, kò ní jẹ́ kí ẹ̀kọ́ òtítọ́ ṣòro láti lóye fáwọn èèyàn. Ifwe follow this guideline, we will not make the truth more complicated than it needs to be. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1096,,112,"Nígbà ayé Jésù à ti à wọn ọmọ ẹ̀yìn rẹ̀, ó tún mú ìturabá à wọn Júù tí ìròbìnújẹ́bá níto rí ìwà ibi tó wà ní Ísírẹ́lì, tó sì jẹ́ pé wọ́n ń rá re nínú ìgbèkùn à ṣà à tọwọ́dọ́wọ́ ti ẹ̀sìn à wọn Júù ní ọ̀rúndún kìíní","+ Tí Sọ́ọ̀lùbásì rí ọkùnrin èyíkéyìí tó lágbára tàbí tó láyà, á gbà á síṣẹ́ ogun.+When Saul saw any strong or courageous man, he would recruit him into his service. jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1098,,112,"+ Tí Sọ́ọ̀lùbá sì rí ọkùnrin èyí kéyìí tó lá gbá ra tà bí tó lá yà , á gbà á síṣẹ́ ogun",Báwo ni ìyá rẹ̀ ṣe máabáa wí? How will his motherdisciplinehim? jw2019,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1103,,112,"Nígbà tíyẹnbá ṣẹlẹ̀, mo má a ń gbà dúrà sí Jèhófà , ó sì má a ń sọ ìpinnu mi dọ̀tun lá ti má abá a lọ lá ti ṣe à wọn ohun ti mo ṣì lè ṣe","Nígbà tó sì jẹ́ pé kò tíì ṣègbéyàwó, lóbábéèrè pé: “Báwo ni èyí yóò ṣe rí bẹ́ẹ̀, níwọ̀n bí èmi kò ti ń ní ìbádàpọ̀ kankan pẹ̀lú ọkùnrin?”Not being married, she said: “How is this to be, since I am having no intercourse with a man?”jw2019",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1105,,112,"Nígbà tó sì jẹ́ pé kò tíì ṣègbéyà wó, lóbá béèrè pé: “Bá wo ni èyí yóò ṣe rí bẹ́ẹ̀, níwọ̀n bí èmi kò ti ń ní ìbá dà pọ̀ kankan pẹ̀lú ọkùnrin",Kí lo rí kọ́ látinú bí Jèhófà ṣebáṢébínà wí? What has Shebna’s experience taught you about God’sdiscipline? jw2019,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1108,,112,"13 Lẹ́yìn tí ará kùnrin kan à ti ará bìnrin rẹ̀ gbọ́ à sọyé kan ní à péjọ à yíká kan, wọ́n rí i pé ó pọn dandan kí à wọn yí ọ̀nà tí wọ́n ń gbà bá ìyá wọn lò padà , ẹni tí wọ́n ti yọ lẹ́gbẹ́ lá ti ọdún mẹ́fà sẹ́yìn tó sì ń gbé níbòmírà n",Ìtẹ̀síwájú yìí kan jíjẹ́ òjíṣẹ́ tí òye rẹ̀ nínú ọ̀rọ̀ Ọlọ́run jinlẹ̀ tó sì mọṣẹ́ rẹ̀ níṣẹ́ tóbádọ̀rọ̀ ká wàásù ìhìn rere. That includes progressing as a mature and effective minister ofthegood news. jw2019,English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1297,,130,"Ibòmírà n tí wọ́n tún kó wa lọ ni ọgbà ẹ̀wọ̀n ògbólógbó kan ní Komá rom, ìlú kan níbèbè OdòDanube, tó jẹ́ nǹkan bí ọgọ́rin kìlómítà lá pá ìwọ̀ oòrùn Budapest.","Our next destination was an old prison in Komárom, a city on the Danube River, about 50 miles [80 km] west of Budapest.",English text contains Yoruba characters,,
scraped_data\all_yoruba_words_examples.csv,1303,318.0,132,béèrèfagbá ra béèrè,demand,Unusual length ratio (3.2),,
scraped_data\all_yoruba_words_examples.csv,1330,,133,"Èyí bá bí Bíbélì ṣe ṣà pèjúwe ọ̀nà tí Sólómọ́nì gbà ṣiṣẹ́ ìkọ́lé rẹ̀ mu, pé: “Ní ti à gbà lá tító bi ná à , ẹsẹ mẹ́ta òkúta gbígbẹ́ à ti ẹsẹ kan ìtì igi kédá rì wà yí i ká ; à ti èyí pẹ̀lú fún à gbà lá inú lọ́hùn-ún ilé Jèhófà , à ti fún gọ̀bìilé ná à","Ó ń bá àwọn ẹ̀yà tí kì í ṣe àlùfáà wọnú àgbàlá òde, ó sì ń bá wọn jáde, ó máa ń jókòó sí gọ̀bìẸnubodè Ìlà-Oòrùn, ó sì ń pèsè díẹ̀ lára àwọn ọrẹ ẹbọ tí àwọn èèyàn yóò rú. He enters and exits the outer courtyard with the nonpriestly tribes, sits in the porch of the East Gate, and provides some of the sacrifices for the people to offer. jw2019",English text contains Yoruba characters,,
